Index	Name	AttribID	AttackSpeed	MaxLife	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	MetalResist	WoodResist	WaterResist	FireResist	EarthResist	DeadlyStrike	MetalDamage	SeriesDamageValue
Guanka_Elite_1	精英1	213	15	{1,180*2.5},{5,350*2.5},{10,900*2.5},{20,3500*2.5},{30,4000*2.5},{40,7000*2.5},{50,10000*2.5},{60,13500*2.5},{70,20000*2.5},{80,30000*2.5},{100,60000*2.5},{110,75000*2.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Elite_2	精英2	214	15	{1,180*5},{5,350*5},{10,900*5},{20,3500*5},{30,4000*5},{40,7000*5},{50,10000*5},{60,13500*5},{70,20000*5},{80,30000*5},{100,60000*5},{110,75000*5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Captain_1	首领1	215	15	{1,180*7.5},{5,350*7.5},{10,900*7.5},{20,3500*7.5},{30,4000*7.5},{40,7000*7.5},{50,10000*7.5},{60,13500*7.5},{70,20000*7.5},{80,30000*7.5},{100,60000*7.5},{110,75000*7.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Captain_2	首领2	216	15	{1,180*10},{5,350*10},{10,900*10},{20,3500*10},{30,4000*10},{40,7000*10},{50,10000*10},{60,13500*10},{70,20000*10},{80,30000*10},{100,60000*10},{110,75000*10}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Boss_1	boss1	217	15	{1,180*12},{5,350*12},{10,900*12},{20,3500*12},{30,4000*12},{40,7000*12},{50,10000*12},{60,13500*12},{70,20000*12},{80,30000*12},{100,60000*12},{110,75000*12}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,12},{6,18},{7,25},{8,30},{9,50},{10,60},{20,100},{30,150*2},{40,350*2},{41,420*2},{50,600*2}	{1,3},{5,12},{6,18},{7,25},{8,30},{9,50},{10,60},{20,100},{30,150*2},{40,350*2},{41,420*2},{50,600*2}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Boss_2	boss1	218	15	{1,180*15},{5,350*15},{10,900*15},{20,3500*15},{30,4000*15},{40,7000*15},{50,10000*15},{60,13500*15},{70,20000*15},{80,30000*15},{100,60000*15},{110,75000*15}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,12},{6,18},{7,25},{8,30},{9,50},{10,60},{20,100},{30,150*2},{40,350*2},{41,420*2},{50,600*2}	{1,3},{5,12},{6,18},{7,25},{8,30},{9,50},{10,60},{20,100},{30,150*2},{40,350*2},{41,420*2},{50,600*2}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_key	随机秘境秒杀	300	15	{1,1000},{10,1000}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,600*1.5}	{10,5},{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,600*1.5}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_normal	随机秘境普通	301	15	{20,10000*1.2},{30,12000*1.2},{40,30000*1.2},{50,60000*1.2}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,500*1.2}	{10,5},{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,500*1.2}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_tiny	随机秘境弱	302	15	{20,10000*0.5},{30,12000*0.5},{40,30000*0.5},{50,60000*0.5}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120},{30,250},{40,400},{50,600}	{10,5},{20,120},{30,250},{40,400},{50,600}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_elite	随机秘境精英	303	15	{20,10000*2},{30,12000*2},{40,30000*2},{50,60000*2}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,600*1.5}	{10,5},{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,600*1.5}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_captain	随机秘境首领	304	15	{20,10000*15},{30,12000*15},{40,30000*15},{50,60000*15}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*2},{30,250*2},{40,400*2},{50,600*2}	{10,5},{20,120*2},{30,250*2},{40,400*2},{50,600*2}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_boss1	随机秘境BOSS（5层）	305	15	{20,10000*40},{30,12000*40},{40,30000*40},{50,60000*40}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*5.5},{30,250*5.5},{40,400*5.5},{50,600*5.5}	{10,5},{20,120*5.5},{30,250*5.5},{40,400*5.5},{50,600*5.5}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_boss2	随机秘境BOSS（4层）	306	15	{20,10000*25},{30,12000*25},{40,30000*25},{50,60000*25}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_boss3	随机秘境BOSS（3层）	307	15	{20,10000*20},{30,12000*20},{40,30000*20},{50,60000*20}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_boss4	随机秘境BOSS（2层）	308	15	{20,10000*15},{30,12000*15},{40,30000*15},{50,60000*15}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
LJF_enemy_1	凌绝峰小怪	311	15	{20,3000},{30,4000},{40,5000},{50,10000},{60,16500},{70,28750},{80,42000},{90,66000},{100,87500},{110,106250},{120,156000},{130,195000},{140,243000},{150,297000},{160,364000},{170,420000},{180,490000},{190,574000},{200,672000}	0		{10,50000}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2},{120,3000*1.2},{130,3500*1.2},{140,4000*1.2},{150,5000*1.2},{160,5500*1.2},{170,6000*1.2}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_enemy_2	凌绝峰怪物1	312	15	{20,3000*2.5},{30,4000*2.5},{40,5000*2.5},{50,10000*2.5},{60,16500*2.5},{70,28750*2.5},{80,42000*2.5},{90,66000*2.5},{100,87500*2.5},{110,106250*2.5},{120,156000*2.5},{130,195000*2.5},{140,243000*2.5},{150,297000*2.5},{160,364000*2.5},{170,420000*2.5},{180,490000*2.5},{190,574000*2.5},{200,672000*2.5}	0		{10,50000}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2},{120,3000*1.2},{130,3500*1.2},{140,4000*1.2},{150,5000*1.2},{160,5500*1.2},{170,6000*1.2}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_enemy_3	凌绝峰怪物2	313	15	{20,3000*4},{30,4000*4},{40,5000*4},{50,10000*4},{60,16500*4},{70,28750*4},{80,42000*4},{90,66000*4},{100,87500*4},{110,106250*4},{120,156000*4},{130,195000*4},{140,243000*4},{150,297000*4},{160,364000*4},{170,420000*4},{180,490000*4},{190,574000*4},{200,672000*4}	0		{10,50000}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2},{120,3000*1.2},{130,3500*1.2},{140,4000*1.2},{150,5000*1.2},{160,5500*1.2},{170,6000*1.2}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_enemy_4	凌绝峰怪物3	314	15	{20,3000*7},{30,4000*7},{40,5000*7},{50,10000*7},{60,16500*7},{70,28750*7},{80,42000*7},{90,66000*7},{100,87500*7},{110,106250*7},{120,156000*7},{130,195000*7},{140,243000*7},{150,297000*7},{160,364000*7},{170,420000*7},{180,490000*7},{190,574000*7},{200,672000*7}	0		{10,50000}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2},{120,3000*1.2},{130,3500*1.2},{140,4000*1.2},{150,5000*1.2},{160,5500*1.2},{170,6000*1.2}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_elite_1	凌绝峰精英1	321	15	{20,3000*10},{30,4000*10},{40,5000*10},{50,10000*10},{60,16500*10},{70,28750*10},{80,42000*10},{90,66000*10},{100,87500*10},{110,106250*10},{120,156000*10},{130,195000*10},{140,243000*10},{150,297000*10},{160,364000*10},{170,420000*10},{180,490000*10},{190,574000*10},{200,672000*10}	0		{10,50000}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2},{120,3000*2},{130,3500*2},{140,4000*2},{150,5000*2},{160,5500*2},{170,6000*2}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_elite_2	凌绝峰精英2	322	15	{20,3000*16},{30,4000*16},{40,5000*16},{50,10000*16},{60,16500*16},{70,28750*16},{80,42000*16},{90,66000*16},{100,87500*16},{110,106250*16},{120,156000*16},{130,195000*16},{140,243000*16},{150,297000*16},{160,364000*16},{170,420000*16},{180,490000*16},{190,574000*16},{200,672000*16}	0		{10,50000}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2},{120,3000*2},{130,3500*2},{140,4000*2},{150,5000*2},{160,5500*2},{170,6000*2}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_elite_3	凌绝峰精英3	323	15	{20,3000*26},{30,4000*26},{40,5000*26},{50,10000*26},{60,16500*26},{70,28750*26},{80,42000*26},{90,66000*26},{100,87500*26},{110,106250*26},{120,156000*26},{130,195000*26},{140,243000*26},{150,297000*26},{160,364000*26},{170,420000*26},{180,490000*26},{190,574000*26},{200,672000*26}	0		{10,50000}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2},{120,3000*2},{130,3500*2},{140,4000*2},{150,5000*2},{160,5500*2},{170,6000*2}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_captain_1	凌绝峰首领1	331	15	{20,3000*33},{30,4000*33},{40,5000*33},{50,10000*33},{60,16500*33},{70,28750*33},{80,42000*33},{90,66000*33},{100,87500*33},{110,106250*33},{120,156000*33},{130,195000*33},{140,243000*33},{150,297000*33},{160,364000*33},{170,420000*33},{180,490000*33},{190,574000*33},{200,672000*33}	0		{10,50000}	{20,120*2},{30,250*2},{40,400*2},{50,650*3},{60,1100*3},{70,1600*3},{100,2000*3},{110,2500*3},{120,3000*3},{130,3500*3},{140,4000*3},{150,5000*3},{160,5500*3},{170,6000*3}	{20,120*2},{30,250*2},{40,400*2},{50,650*3},{60,1100*3},{70,1600*3},{100,2000*3},{110,2500*3}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2600},{130,2800},{140,3100},{150,3500},{160,3900},{170,4300},{180,4800},{190,5500},{200,6200}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
