nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat	szAchievement
360	MainTask1_360	[主]雪莲明心	当年张姑娘不顾危险前来取草药，对独孤大侠委实用情至深，只可惜后来仍是……唉！	向[FFFE0D]顾清雪[-]道谢	向[FFFE0D]顾清雪[-]道谢	[url=clientnpcbyidx:test, 315]	[url=clientnpcbyidx:test, 315]	315	315	359	361	360								Exp|210000;Item|223|2			1	1													
361	MainTask1_361	[主]再回临安	事情已清楚了，接下来该回去找老板娘商讨下一步如何是好了，江湖风云变幻，唉，得赶紧修行武功了。	先将等级提升到[FFFE0D]63[-]级	回临安找[FFFE0D]公孙惜花[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	316	316	360	362		99					1	1	Exp|28000			1	1						63							
362	MainTask1_362	[主]生死至交	昔日独孤大侠与天王帮交情颇深，当年杨帮主……唉，此事着实令人惋惜，要找到昔日天王的天草星阿邦，得先找到云兄。	寻找[FFFE0D]云笑风[-]的踪迹	寻找[FFFE0D]云笑风[-]的踪迹	[url=taskitem:test, $T]	[url=taskitem:test, $T]	340	340	361	363				1	1	362			Exp|42000			1	1													
363	MainTask1_363	[主]重情之人	这附近的村民或许见过云兄的踪迹，不管如何，先去碰碰运气吧！	询问村民是否认得[FFFE0D]云笑风[-]	询问村民是否认得[FFFE0D]云笑风[-]	[url=clientnpcbyidx:test, 339]	[url=clientnpcbyidx:test, 339]	339	339	362	364	363								Exp|42000			1	1													
364	MainTask1_364	[主]前去一探	虽然没能问出云兄的下落，不过到引出了另一件事，听闻附近有人被包围，隐约听到了独孤大侠的名字，去看看是怎么回事。	赶到村民所说的地方	赶到村民所说的地方	[url=taskitem:test, $T]	[url=taskitem:test, $T]	340|320	340	363	365				1	1	364			Exp|42000			1	1	[url=dialog:test, 364]												
365	MainTask1_365	[主]拔刀相助	如此之多的恶徒围攻一人，先解决此人眼前的危机，再问问是怎么回事吧。	击退[FFFE0D]神秘刺客[-]	击退[FFFE0D]神秘刺客[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		320	320	364	366				1					Exp|42000	1036|3		1	1													
366	MainTask1_366	[主]患难之交	这男子看上去气度不凡，可是偏生好像又不懂武功，去问问此人是何来历。	询问被围之人有否受伤	询问被围之人有否受伤	[url=clientnpcbyidx:test, 319]	[url=clientnpcbyidx:test, 319]	319	319	365	367	366								Exp|140000;Item|1969|2			1	1													
367	MainTask1_367	[主]安全之地	真是踏破铁鞋无觅处，得来全不费工夫，此人竟然就是云笑风！太幸运了！先跟他到一个安全的地方再详谈。	先到一个安全的地方	先到一个安全的地方	[url=taskitem:test, $T]	[url=taskitem:test, $T]	318	318	366	368				1	1	367			Exp|42000			1	1													Task_10
368	MainTask1_368	[主]云淡风清	据闻云笑风昔日为了结拜兄弟阿邦，不惜散尽家财，最终在独孤大侠的帮助下找回了失散多年的阿邦，不知他是否知道些什么。	询问[FFFE0D]云笑风[-]往事	询问[FFFE0D]云笑风[-]往事	[url=clientnpcbyidx:test, 321]	[url=clientnpcbyidx:test, 321]	321	321	367	369	368								Exp|42000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_11"]												
369	MainTask1_369	[主]寻访失物	据闻昔日云笑风托独孤大侠找回阿邦，所依靠的就是这一双护腕，这东西对他极为重要，得帮他找回来！	回去找回云笑风的[FFFE0D]护腕[-]	回去找回云笑风的[FFFE0D]护腕[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	322	322	368	370				1	1	369			Exp|42000			1	1													
370	MainTask1_370	[主]情谊之证	看来这些人对着双看起来十分残旧的护腕不太感兴趣，所幸如此，我才能不费力气拿回它。	将护腕交给[FFFE0D]云笑风[-]	将护腕交给[FFFE0D]云笑风[-]	[url=clientnpcbyidx:test, 321]	[url=clientnpcbyidx:test, 321]	321	321	369	371	370								Exp|42000			1	1													
371	MainTask1_371	[主]天王弟子	阿邦是当年天王弟子，如今虽然已退隐江湖，但是信息想必知道的不少，但愿他知道独孤大侠的下落。	跟[FFFE0D]云笑风[-]一起去找阿邦	跟[FFFE0D]云笑风[-]一起去找阿邦	[url=clientnpcbyidx:test, 323]	[url=clientnpcbyidx:test, 323]	318|323	318|323	370	372	371								Exp|42000			1	1													
372	MainTask1_372	[主]洞庭旧事	天王帮主杨瑛是独孤大侠另一位红颜知己，可惜独孤大侠早已心有所属，否则……唉！还是听听当年的故事吧！	听[FFFE0D]阿邦[-]诉说当年之事	听[FFFE0D]阿邦[-]诉说当年之事	[url=goanddosomething:test, 411, 4050, 14130, gotofuben, 7, 2, 1]		324|341	324	371	373			7|2|1	1					Exp|42000			1	1													
373	MainTask1_373	[主]前去道谢	原来当年的事情经过是这样的，独孤大侠与杨瑛前辈也就是在那个时候见面的吧，如今不知道杨瑛前辈怎么样了……	向[FFFE0D]阿邦[-]道谢	向[FFFE0D]阿邦[-]道谢	[url=clientnpcbyidx:test, 323]	[url=clientnpcbyidx:test, 323]	323|341	323|341	372	374	373								Exp|210000;Item|223|2			1	1													
374	MainTask1_374	[主]旧地重游	听阿邦的语气，似乎此处仍是不太安全，还是先继续往前走，他们莫非是招惹了什么仇人？	先离开这儿	先离开这儿	[url=taskitem:test, $T]	[url=taskitem:test, $T]	318|325	318|325	373	375				1	1	374			Exp|28000			1	1													
375	MainTask1_375	[主]查探四周	这里看上去较为隐蔽，先到附近看看是否安全，然后再回来吧。	查看[FFFE0D]四周是否安全[-]	查看[FFFE0D]四周是否安全[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	328|342		374	376				1	1	375			Exp|42000			1	1													
376	MainTask1_376	[主]兵来将挡	果然有追兵，莫非阿邦有什么事瞒着我？莫非……他们也是针对杨瑛前辈或者独孤大侠而来的刺客？	击败[FFFE0D]神秘刺客[-]	击败[FFFE0D]神秘刺客[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		328|342	328	375	377				1					Exp|42000	1036|3		1	1													
377	MainTask1_377	[主]早有埋伏	不行，此事定要问个清楚，得看看阿邦到底是怎么回事！	询问[FFFE0D]阿邦[-]怎么回事	询问[FFFE0D]阿邦[-]怎么回事	[url=clientnpcbyidx:test, 327]	[url=clientnpcbyidx:test, 327]	327|342	327	376	378	377								Exp|140000			1	1													
378	MainTask1_378	[主]昔日天王	原来如此，他们也是担心我，不过适才经过这一路以来的交谈，倒是相信我了，接下来再听听当年的故事吧。	跟着[FFFE0D]阿邦[-]回忆当年	跟着[FFFE0D]阿邦[-]回忆当年	[url=goanddosomething:test, 411, 7630, 9050, gotofuben, 7, 3, 1]		328|342	328	377	379			7|3|1	1					Exp|56000			1	1													
379	MainTask1_379	[主]事情暂了	想不到昔日还有这一件事，独孤大侠一生之经历着实精彩纷呈，这下我更想见见他了。	向[FFFE0D]阿邦[-]道谢	向[FFFE0D]阿邦[-]道谢	[url=clientnpcbyidx:test, 327]	[url=clientnpcbyidx:test, 327]	327|342	327	378	380	379								Exp|210000;Item|1968|2			1	1													
380	MainTask1_380	[主]重回临安	事情的过程我大概已经知道了，不过对于寻找独孤大侠的踪迹似乎并无帮助，还是先回临安城吧。	先离开这儿回临安城	先离开这儿回临安城	[url=pos:test, 15, 12578, 12103]		328|342	328|342	379	381				1					Exp|28000			1	1					15								
381	MainTask1_381	[主]线索暂无	阿邦兄弟也不知道杨瑛前辈与独孤大侠的踪迹，唉，先去找老板娘吧，但愿她那里有新的消息吧。	听听[FFFE0D]公孙惜花[-]的看法	听听[FFFE0D]公孙惜花[-]的看法	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			380	382	381	99							Exp|42000			1	1													
382	MainTask1_382	[主]一线机会	不知道这段日子以来，老板娘那儿是否有新的消息，去问问看吧！	先将等级提升到[FFFE0D]65[-]级	回临安找[FFFE0D]公孙惜花[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			381	383	382	99					1	1	Exp|56000			1	1						65							
383	MainTask1_383	[主]天王巾帼	杨瑛前辈竟然出现在江湖上了！此事非同小可！若是能找到杨瑛前辈，就必定能够找到独孤大侠！我得赶紧去！	前去寻找[FFFE0D]杨瑛[-]的踪迹	前去寻找[FFFE0D]杨瑛[-]的踪迹	[url=taskitem:test, $T]	[url=taskitem:test, $T]	330	330	382	384				1	1	383			Exp|56000			1	1	[url=dialog:test, 383]												
384	MainTask1_384	[主]再次出手	前面那位……和画像的女子上一模一样！是杨瑛前辈！大胆！这些小贼竟然敢打杨瑛前辈的主意！得赶快去阻止他们！	帮助被包围的杨瑛	帮助被包围的杨瑛	[url=npcanddosomething:test, 1037, 411, autofight, 1]				383	385				1					Exp|42000	1037|3		1	1													Task_11
385	MainTask1_385	[主]巾帼须眉	方才倒是我言辞过于鲁莽了……杨瑛前辈又何须我来救，咳咳，充其量不过是这些小杂粹何须杨瑛前辈动手罢了，快去和杨瑛前辈会合吧！	到前方与[FFFE0D]杨瑛[-]会合	到前方与[FFFE0D]杨瑛[-]会合	[url=taskitem:test, $T]	[url=taskitem:test, $T]	332	332	384	386				1	1	385			Exp|140000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_12"]												
386	MainTask1_386	[主]何以遇伏	杨瑛前辈英姿飒爽，巾帼不让须眉，令人望而生畏，果真是不减当年风采！	拜见[FFFE0D]杨瑛[-]	拜见[FFFE0D]杨瑛[-]	[url=clientnpcbyidx:test, 331]	[url=clientnpcbyidx:test, 331]	331	331	385	387	386								Exp|42000			1	1													
387	MainTask1_387	[主]当年往事	杨瑛前辈竟然这般随和，一点也不怀疑我的身份，也不知该说她真是艺高人胆大！还是说这是巾帼的一种表现……	听[FFFE0D]杨瑛[-]讲述当年的故事	听[FFFE0D]杨瑛[-]讲述当年的故事	[url=goanddosomething:test, 411, 5310, 4820, gotofuben, 7, 4, 1]		332	332	386	388			7|4|1	1					Exp|42000			1	1													
388	MainTask1_388	[主]独孤大侠	杨瑛前辈虽然表情平淡，言语之中却透出一股淡淡的忧伤，想必是对独孤大侠……唉，若是……	向[FFFE0D]杨瑛[-]道谢	向[FFFE0D]杨瑛[-]道谢	[url=clientnpcbyidx:test, 331]	[url=clientnpcbyidx:test, 331]	331	331	387	389	388								Exp|210000;Item|223|2			1	1													
389	MainTask1_389	[主]五色圣地	不知杨瑛前辈说的神秘之地是什么地方，看她一脸向往的模样，莫非是昔日与独孤大侠携手走过之地？	与[FFFE0D]杨瑛[-]一同前往某地	与[FFFE0D]杨瑛[-]一同前往某地	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326		388	390				1	1	389			Exp|28000			1	1													
390	MainTask1_390	[主]深入虎穴	杨瑛前辈倒是有闲情逸致，还想到处走走看看，咳咳，如此也好，陪陪武林前辈走走也不错。	跟着[FFFE0D]杨瑛[-]到处看看	跟着[FFFE0D]杨瑛[-]到处看看	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326	326	389	391				1	1	390			Exp|42000			1	1													
391	MainTask1_391	[主]此乃何处	杨瑛前辈似乎有想要前往之地，莫非是想带我去什么地方？	询问[FFFE0D]杨瑛[-]这是什么地方	询问[FFFE0D]杨瑛[-]这是什么地方	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333	333	390	392	391								Exp|42000			1	1													
392	MainTask1_392	[主]往事如风	昔日独孤大侠闯过了三魔绝地，却无一人知晓在其中究竟发生了什么，想不到今日竟然能够听杨瑛前辈告诉我！	听[FFFE0D]杨瑛[-]讲述前尘旧事	听[FFFE0D]杨瑛[-]讲述前尘旧事	[url=goanddosomething:test, 411, 14000, 8770, gotofuben, 7, 5, 1]		334	334	391	393			7|5|1	1					Exp|42000			1	1													
393	MainTask1_393	[主]如此这般	想不到昔日独孤大侠放了这些恶党一条生路，却反遭围攻，唉，有时候过于善心也非好事。	向[FFFE0D]杨瑛[-]道谢	向[FFFE0D]杨瑛[-]道谢	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333		392	394	393								Exp|210000;Item|2167|1			1	1													
394	MainTask1_394	[主]再问杨瑛	先前尚有许多不解之事，如今人人觊觎独孤大侠手中的山河社稷图，无论如何我都要将此事通知杨瑛前辈！	先将等级提升到[FFFE0D]68[-]级	去找杨瑛问问	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333	333	393	395	394								Exp|28000			1	1													
395	MainTask1_395	[主]神秘之处	杨瑛前辈似乎想带我去某个地方，与她一同前行看看要去哪儿。	跟着[FFFE0D]杨瑛[-]走	跟着[FFFE0D]杨瑛[-]走	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326		394	396				1	1	395			Exp|42000			1	1	[url=dialog:test, 395]												
396	MainTask1_396	[主]埋伏于此	竟然有人埋伏于此，真是不知天高地厚，让我来教训教训他们！	击败[FFFE0D]神秘刺客[-]	击败[FFFE0D]神秘刺客[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		326		395	397				1					Exp|42000	1036|3		1	1													
397	MainTask1_397	[主]大漠孤烟	看来此处也不太安全，还是先到周围再视察一番，以免出什么差错！	四处查探一番	四处查探一番	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326	326	396	398				1	1	397			Exp|140000			1	1													
398	MainTask1_398	[主]广袤无垠	原来是想跟我说昔日南宫姑娘与张公子的往事，昔日两人的故事也被传为一段武林佳话，来听听杨瑛前辈讲解吧！	询问[FFFE0D]杨瑛[-]这是哪里	询问[FFFE0D]杨瑛[-]这是哪里	[url=clientnpcbyidx:test, 343]	[url=clientnpcbyidx:test, 343]	343	343	397	399	398								Exp|42000			1	1													
399	MainTask1_399	[主]长河落日	昔日南宫姑娘是金国人，张公子是宋朝子民，两人抛弃一切，背井离乡，也不知究竟是对是错，所幸他们最终仍是过得十分幸福。	听[FFFE0D]杨瑛[-]诉说往事	听[FFFE0D]杨瑛[-]诉说往事	[url=goanddosomething:test, 411, 14180, 6970, gotofuben, 7, 6, 1]		344	344	398	400			7|6|1	1					Exp|56000			1	1													
400	MainTask1_400	[主]海誓山盟	不知如今杨瑛前辈是否对我信任，罢了，先将事情告诉杨瑛前辈吧！	向[FFFE0D]杨瑛[-]道谢	向[FFFE0D]杨瑛[-]道谢	[url=clientnpcbyidx:test, 343]	[url=clientnpcbyidx:test, 343]	343	343	399	401	400								Exp|210000;Item|223|2			1	1													
401	MainTask1_401	[主]离开此处	奇怪，杨瑛前辈似乎一点都不紧张，莫非是觉得独孤大侠武功卓绝，所以并不担心？	跟着杨瑛继续前行	跟着杨瑛继续前行	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326	326	400	402				1	1	401			Exp|28000			1	1	[url=dialog:test, 401]												
402	MainTask1_402	[主]神秘之地	杨瑛前辈一言不发，不知道这一次又要去什么地方，做些什么。	跟随杨瑛的指引[FFFE0D]进屋[-]	跟随杨瑛的指引[FFFE0D]进屋[-]	[url=pos:test, 411, 14500, 3250]	[url=pos:test, 411, 14500, 3250]	336	336	401	403				1					Exp|42000			1	1					484								
403	MainTask1_403	[主]神秘男子	此人……好强大的气势……明明只是轻描淡写的站着，却如渊渟岳峙，让人感觉深不可测，他到底是谁？	问问[FFFE0D]眼前之人[-]是谁	问问[FFFE0D]眼前之人[-]是谁	[url=clientnpcbyidx:test, 335]	[url=clientnpcbyidx:test, 335]	335	335	402	404	403								Exp|42000			1	1													
404	MainTask1_404	[主]离开屋子	此人武功深不可测！他离开数息之后，我才隐约听到有声音，如此武功……如此气度……难道他是……	先离开屋子	先离开屋子	[url=taskitem:test, $T]	[url=taskitem:test, $T]	338	338	403	405				1	1	404			Exp|56000			1	1													
405	MainTask1_405	[主]发生何事	不会错！此人一定就是独孤大侠！我得赶紧上前去拜见他！	上前拜见[FFFE0D]独孤剑[-]	上前拜见[FFFE0D]独孤剑[-]	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	404	406	405								Exp|42000			1	1													
406	MainTask1_406	[主]偷听之人	哼，这些宵小之徒，竟然找到这里来了，想不到他们来的也挺快的，得想办法先击退这些先锋！	教训[FFFE0D]流窜匪类[-]	教训[FFFE0D]流窜匪类[-]	[url=npcanddosomething:test, 1037, 411, autofight, 1]		338	338	405	407				1					Exp|56000	1037|3		1	1													
407	MainTask1_407	[主]后事如何	想不到竟然真的见到了独孤大侠！不知独孤大侠是否已经知道山河社稷图之事，得赶紧告诉他才是！	回去寻找[FFFE0D]独孤剑[-]	回去寻找[FFFE0D]独孤剑[-]	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	406	408	407								Exp|140000			1	1													
408	MainTask1_408	[主]五色起源	独孤大侠为何一点都不惊讶，是处变不惊，抑或是有什么其他原因？	听[FFFE0D]独孤剑[-]诉说往事	听[FFFE0D]独孤剑[-]诉说往事	[url=goanddosomething:test, 411, 13150, 3550, gotofuben, 7, 7, 1]		338	338	407	409			7|7|1	1					Exp|42000			1	1													
409	MainTask1_409	[主]惊人之事	原来当年张琳心姑娘曾经在此处坠崖，当年吉人天相，却不料后来仍是……	向[FFFE0D]独孤剑[-]道谢	向[FFFE0D]独孤剑[-]道谢	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	408	410	409								Exp|280000;Item|788|1			1	1													
410	MainTask1_410	[主]贤妻良母	若是当年张琳心姑娘未曾死去，不知道独孤大侠会作何选择呢？也许现在他们依然还在进行抗金大业……	跟[FFFE0D]独孤剑[-]一起去崖边缅怀	跟[FFFE0D]独孤剑[-]一起去崖边缅怀	[url=taskitem:test, $T]	[url=taskitem:test, $T]	345	345	409	411				1	1	410			Exp|28000			1	1	[url=dialog:test, 410]												Task_12
411	MainTask1_411	[主]剑侠情缘	无论如何，事情总算是告一段落了，独孤大侠果真令人心折！回去告诉老板娘吧！	回临安向[FFFE0D]公孙惜花[-]道谢	回临安向[FFFE0D]公孙惜花[-]道谢	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	346	346	410	412	411	99					1	1	Exp|42000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_13"]												
412	MainTask1_412	[主]武林之事	去找老板娘问问如今江湖中的情况，兴许又有些惊人之事发生也犹未可知。	找[FFFE0D]公孙惜花[-]了解情况	找[FFFE0D]公孙惜花[-]了解情况	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			411	413	412	99							Exp|42000;ComposeValue|2|9			1	1						80							Task_13
413	MainTask1_413	[主]敬请期待	侠士已完成目前所有任务，敬请期待！	侠士已完成目前所有任务	侠士已完成目前所有任务					412					1					Exp|56000			1	1						-1							
